Qual o tratamento para a síndrome da fome noturna?,"Essa síndrome pode ser tratada com psicoterapia, mudanças no hábito alimentar e medicamentos prescritos por um (uma) endocrinologista.

Alguns hábitos que podem ajudar no tratamento são:

- Tomar café da manhã todos os dias;
- Se alimentar em horários regulares;
- Comer pequenas porções de alimentos;
- Dar preferência para alimentos integrais;
- Evitar comer muito rápido;
- Mastigar bem a comida;
- Evitar alimentos com cafeína antes de deitar;
- Evitar fazer exercícios físicos perto da hora de dormir;
- Manter uma rotina de sono regular;
- Evitar ter em casa alimentos gordurosos e muito calóricos.

Esse é um problema que pode afetar negativamente a vida de qualquer pessoa, ainda mais se ela tiver diabetes. Não deixe de procurar ajuda profissional quando casos de fome intensa e inexplicável começarem aparecer.",1.1.B,simplificada,https://www.diabetes.org.br/publico/vivendo-com-diabetes/transtornos-alimentares
Qual o tratamento?,"Essa síndrome pode ser tratada com psicoterapia, mudanças no hábito alimentar e medicamentos prescritos por um (uma) endocrinologista.

Alguns hábitos que podem ajudar no tratamento são:

- Tomar café da manhã todos os dias;
- Se alimentar em horários regulares;
- Comer pequenas porções de alimentos;
- Dar preferência para alimentos integrais;
- Evitar comer muito rápido;
- Mastigar bem a comida;
- Evitar alimentos com cafeína antes de deitar;
- Evitar fazer exercícios físicos perto da hora de dormir;
- Manter uma rotina de sono regular;
- Evitar ter em casa alimentos gordurosos e muito calóricos.

Esse é um problema que pode afetar negativamente a vida de qualquer pessoa, ainda mais se ela tiver diabetes. Não deixe de procurar ajuda profissional quando casos de fome intensa e inexplicável começarem aparecer.",1.1.B,simplificada,https://www.diabetes.org.br/publico/vivendo-com-diabetes/transtornos-alimentares
Tem tratamento?,"Essa síndrome pode ser tratada com psicoterapia, mudanças no hábito alimentar e medicamentos prescritos por um (uma) endocrinologista.

Alguns hábitos que podem ajudar no tratamento são:

- Tomar café da manhã todos os dias;
- Se alimentar em horários regulares;
- Comer pequenas porções de alimentos;
- Dar preferência para alimentos integrais;
- Evitar comer muito rápido;
- Mastigar bem a comida;
- Evitar alimentos com cafeína antes de deitar;
- Evitar fazer exercícios físicos perto da hora de dormir;
- Manter uma rotina de sono regular;
- Evitar ter em casa alimentos gordurosos e muito calóricos.

Esse é um problema que pode afetar negativamente a vida de qualquer pessoa, ainda mais se ela tiver diabetes. Não deixe de procurar ajuda profissional quando casos de fome intensa e inexplicável começarem aparecer.",1.1.B,simplificada,https://www.diabetes.org.br/publico/vivendo-com-diabetes/transtornos-alimentares
Gostaria de saber sobre as complicações do diabetes nos olhos.,"O diabetes pode levar a uma série de problemas na retina (parte dos olhos em que as imagens são formadas) e o conjunto desses problemas é chamado de retinopatia diabética. A retinopatia pode ser do tipo não-proliferativa ou proliferativa e é mais comum em pessoas com diabetes tipo 1, embora pessoas com o tipo 2 devam ficar atentas.",1.2,,https://www.diabetes.org.br/publico/complicacoes/complicacoes-do-diabetes
Gostaria de saber sobre as complicações do diabetes nos olhos.,"A retinopatia diabética é uma série de problemas que ocorrem na retina (parte interna do olho onde as imagens são formadas) devido ao diabetes. A retinopatia pode ser do tipo não-proliferativa ou proliferativa. Essas complicações são mais comuns em pessoas com diabetes tipo 1, embora pessoas com o tipo 2 também devem ficar atentas.",1.2.,simplificada,https://www.diabetes.org.br/publico/complicacoes/complicacoes-do-diabetes
Quais são os problemas que a diabetes causa nos olhos?,"A retinopatia diabética é uma série de problemas que ocorrem na retina (parte interna do olho onde as imagens são formadas) devido ao diabetes. A retinopatia pode ser do tipo não-proliferativa ou proliferativa. Essas complicações são mais comuns em pessoas com diabetes tipo 1, embora pessoas com o tipo 2 também devem ficar atentas.",1.2.,simplificada,https://www.diabetes.org.br/publico/complicacoes/complicacoes-do-diabetes
Quais são as complicações que a diabetes causa nos olhos?,"A retinopatia diabética é uma série de problemas que ocorrem na retina (parte interna do olho onde as imagens são formadas) devido ao diabetes. A retinopatia pode ser do tipo não-proliferativa ou proliferativa. Essas complicações são mais comuns em pessoas com diabetes tipo 1, embora pessoas com o tipo 2 também devem ficar atentas.",1.2.,simplificada,https://www.diabetes.org.br/publico/complicacoes/complicacoes-do-diabetes
A diabetes causa problema no olho?,"A retinopatia diabética é uma série de problemas que ocorrem na retina (parte interna do olho onde as imagens são formadas) devido ao diabetes. A retinopatia pode ser do tipo não-proliferativa ou proliferativa. Essas complicações são mais comuns em pessoas com diabetes tipo 1, embora pessoas com o tipo 2 também devem ficar atentas.",1.2,simplificada,https://www.diabetes.org.br/publico/complicacoes/complicacoes-do-diabetes
O que é retinopatia não proliferativa?,"Retinopatia não-proliferativa: é tipo mais comum e o menos grave. Os pequenos vasos sanguíneos que ficam na parte de trás do olho ficam inchados, parecendo bolsas, e podem deixar passar fluidos para a mácula (região do olho responsável por enxergar detalhes) causando o edema macular. Como consequência, a visão pode ficar embaçada e pode vir a ser totalmente perdida. Há três estágios dessa complicação: leve moderado e grave.",1.2.A,,
O que é retinopatia não proliferativa?,"A retinopatia não-proliferativa é um distúrbuio que incha os pequenos vasos sanguíneos que ficam atrás dos olhos. Os fluidos oculares podem passar para a mácula (parte responsável por enxergamos detalhes) e causar um edema macular devido ao inchaço. A visão fica embaçada e pode ser totalmente perdida. A retinopatia não proliferativa possui três estágios: leve, moderado e grave.",1.2.A,simplificada,https://www.diabetes.org.br/publico/complicacoes/complicacoes-do-diabetes
Quais são os sintomas da retinopatia não-proliferativa?,"A retinopatia não-proliferativa é um distúrbuio que incha os pequenos vasos sanguíneos que ficam atrás dos olhos. Os fluidos oculares podem passar para a mácula (parte responsável por enxergamos detalhes) e causar um edema macular devido ao inchaço. A visão fica embaçada e pode ser totalmente perdida. A retinopatia não proliferativa possui três estágios: leve, moderado e grave.",1.2.A,simplificada,https://www.diabetes.org.br/publico/complicacoes/complicacoes-do-diabetes
O que é retinopatia proliferativa?,"Retinopatia proliferativa: forma mais rara e mais grave. Os vasos sanguíneos dos olhos ficam completamente entupidos e por consequência parte das células da retina podem morrer. Para tentar corrigir esse problema, surgem novos vasos sanguíneos, que são frágeis e podem vazar sangue, causando hemorragia vítrea. Esses novos vasos também podem causar uma espécie de cicatriz, que distorcem a retina e provoca o seu descolamento, e também podem levar a uma forma de glaucoma.",1.2.B,,https://www.diabetes.org.br/publico/complicacoes/complicacoes-do-diabetes
O que é retinopatia proliferativa?,"A retinopatia proliferativa entope os pequenos vasos sanguíneos que ficam atrás dos olhos. Eles ficam totalmente obstruídos e não levam mais oxigênio à retina. Parte dela pode até morrer, e novos vasos começam a crescer para tentar resolver o problema. Esses novos vasos são frágeis e podem vazar, causando hemorragia no olho. Os novos capilares podem causar também uma espécie de cicatriz, distorcendo a retina e provocando seu descolamento, ou ainda, glaucoma. A retinopatia proliferativa é uma das formas mais raras e mais graves de lesões que ocorrem na retina devido ao diabetes.",1.2.B,simplificada,https://www.diabetes.org.br/publico/complicacoes/complicacoes-do-diabetes
Quais os sintomas da retinopatia proliferativa?,"A retinopatia proliferativa entope os pequenos vasos sanguíneos que ficam atrás dos olhos. Eles ficam totalmente obstruídos e não levam mais oxigênio à retina. Parte dela pode até morrer, e novos vasos começam a crescer para tentar resolver o problema. Esses novos vasos são frágeis e podem vazar, causando hemorragia no olho. Os novos capilares podem causar também uma espécie de cicatriz, distorcendo a retina e provocando seu descolamento, ou ainda, glaucoma. A retinopatia proliferativa é uma das formas mais raras e mais graves de lesões que ocorrem na retina devido ao diabetes.",1.2.B,simplificada,https://www.diabetes.org.br/publico/complicacoes/complicacoes-do-diabetes
Qual a relação entre o glaucoma e a retinopatia proliferativa?,"A retinopatia proliferativa entope os pequenos vasos sanguíneos que ficam atrás dos olhos. Eles ficam totalmente obstruídos e não levam mais oxigênio à retina. Parte dela pode até morrer, e novos vasos começam a crescer para tentar resolver o problema. Esses novos vasos são frágeis e podem vazar, causando hemorragia no olho. Os novos capilares podem causar também uma espécie de cicatriz, distorcendo a retina e provocando seu descolamento, ou ainda, glaucoma. A retinopatia proliferativa é uma das formas mais raras e mais graves de lesões que ocorrem na retina devido ao diabetes.",1.2.B,simplificada,https://www.diabetes.org.br/publico/complicacoes/complicacoes-do-diabetes
Existe tratamento para retinopatia diabética?,"Existem tratamentos para a retinopatia diabética e suas complicações, sendo que, quanto mais cedo o problema for descoberto, maiores as chances de sucesso. A melhor forma de se prevenir contra a retinopatia é mantendo os níveis de açúcar no sangue e a pressão sanguínea sob controle.",1.2.C,,https://www.diabetes.org.br/publico/complicacoes/complicacoes-do-diabetes
Existe tratamento para retinopatia diabética?,"A melhor forma de se prevenir contra a retinopatia é mantendo os níveis de açúcar no sangue e a pressão sanguínea sob controle. Existem tratamentos para a retinopatia diabética e suas complicações, sendo que, quanto mais cedo o problema for descoberto, maiores são as chances de sucesso do tratamento.",1.2.C,simplificada,https://www.diabetes.org.br/publico/complicacoes/complicacoes-do-diabetes
Como prevenir a retinopatia?,"A melhor forma de se prevenir contra a retinopatia é mantendo os níveis de açúcar no sangue e a pressão sanguínea sob controle. Existem tratamentos para a retinopatia diabética e suas complicações, sendo que, quanto mais cedo o problema for descoberto, maiores são as chances de sucesso do tratamento.",1.2.C,simplificada,https://www.diabetes.org.br/publico/complicacoes/complicacoes-do-diabetes
Retinopatia tem tratamento?,"A melhor forma de se prevenir contra a retinopatia é mantendo os níveis de açúcar no sangue e a pressão sanguínea sob controle. Existem tratamentos para a retinopatia diabética e suas complicações, sendo que, quanto mais cedo o problema for descoberto, maiores são as chances de sucesso do tratamento.",1.2.C,simplificada,https://www.diabetes.org.br/publico/complicacoes/complicacoes-do-diabetes
Por que o meu peso está variando?,"Antes de serem diagnosticadas, pessoas com diabetes tipo 1 costumam ter um rápido emagrecimento. A baixa absorção de insulina faz com que o organismo não consiga transformar a glicose em energia. Por isso,  ele passa a queimar gorduras para esse fim, o que leva à perda de peso repentina.

É comum que haja uma recuperação do peso quando o (a) paciente inicia o tratamento com a insulina. Algumas pessoas associam o medicamento com o ganho de peso e abandonam o tratamento. Essa atitude é extremente prejuducial à saúde, pois a suspensão do uso da insulina faz com que os níveis de glicose no sangue aumentem, causando uma série de sintomas e complicações a curto, médio e longo prazo",1.3,,https://www.diabetes.org.br/publico/diabetes/verdadeiro-ou-falso/1985-coluna-verdadeiro-ou-falso-25-a-insulina-pode-ser-administrada-visando-o-emagrecimento
Por que estou perdendo peso?,"Antes de serem diagnosticadas, pessoas com diabetes tipo 1 costumam ter um rápido emagrecimento. A baixa absorção de insulina faz com que o organismo não consiga transformar a glicose em energia. Por isso,  ele passa a queimar gorduras para esse fim, o que leva à perda de peso repentina.

É comum que haja uma recuperação do peso quando o (a) paciente inicia o tratamento com a insulina. Algumas pessoas associam o medicamento com o ganho de peso e abandonam o tratamento. Essa atitude é extremente prejuducial à saúde, pois a suspensão do uso da insulina faz com que os níveis de glicose no sangue aumentem, causando uma série de sintomas e complicações a curto, médio e longo prazo",1.3,simplificada,https://www.diabetes.org.br/publico/diabetes/verdadeiro-ou-falso/1985-coluna-verdadeiro-ou-falso-25-a-insulina-pode-ser-administrada-visando-o-emagrecimento
Por que estou emagrecendo?,"Antes de serem diagnosticadas, pessoas com diabetes tipo 1 costumam ter um rápido emagrecimento. A baixa absorção de insulina faz com que o organismo não consiga transformar a glicose em energia. Por isso,  ele passa a queimar gorduras para esse fim, o que leva à perda de peso repentina.

É comum que haja uma recuperação do peso quando o (a) paciente inicia o tratamento com a insulina. Algumas pessoas associam o medicamento com o ganho de peso e abandonam o tratamento. Essa atitude é extremente prejuducial à saúde, pois a suspensão do uso da insulina faz com que os níveis de glicose no sangue aumentem, causando uma série de sintomas e complicações a curto, médio e longo prazo",1.3,simplificada,https://www.diabetes.org.br/publico/diabetes/verdadeiro-ou-falso/1985-coluna-verdadeiro-ou-falso-25-a-insulina-pode-ser-administrada-visando-o-emagrecimento
Por que estou engordando?,"Antes de serem diagnosticadas, pessoas com diabetes tipo 1 costumam ter um rápido emagrecimento. A baixa absorção de insulina faz com que o organismo não consiga transformar a glicose em energia. Por isso,  ele passa a queimar gorduras para esse fim, o que leva à perda de peso repentina.

É comum que haja uma recuperação do peso quando o (a) paciente inicia o tratamento com a insulina. Algumas pessoas associam o medicamento com o ganho de peso e abandonam o tratamento. Essa atitude é extremente prejuducial à saúde, pois a suspensão do uso da insulina faz com que os níveis de glicose no sangue aumentem, causando uma série de sintomas e complicações a curto, médio e longo prazo",1.3,simplificada,https://www.diabetes.org.br/publico/diabetes/verdadeiro-ou-falso/1985-coluna-verdadeiro-ou-falso-25-a-insulina-pode-ser-administrada-visando-o-emagrecimento
É normal perder peso rapidamente?,"Antes de serem diagnosticadas, pessoas com diabetes tipo 1 costumam ter um rápido emagrecimento. A baixa absorção de insulina faz com que o organismo não consiga transformar a glicose em energia. Por isso,  ele passa a queimar gorduras para esse fim, o que leva à perda de peso repentina.

É comum que haja uma recuperação do peso quando o (a) paciente inicia o tratamento com a insulina. Algumas pessoas associam o medicamento com o ganho de peso e abandonam o tratamento. Essa atitude é extremente prejuducial à saúde, pois a suspensão do uso da insulina faz com que os níveis de glicose no sangue aumentem, causando uma série de sintomas e complicações a curto, médio e longo prazo",1.3,simplificada,https://www.diabetes.org.br/publico/diabetes/verdadeiro-ou-falso/1985-coluna-verdadeiro-ou-falso-25-a-insulina-pode-ser-administrada-visando-o-emagrecimento
Por que estou engordando?,"Antes de serem diagnosticadas, pessoas com diabetes tipo 1 costumam ter um rápido emagrecimento. A baixa absorção de insulina faz com que o organismo não consiga transformar a glicose em energia. Por isso,  ele passa a queimar gorduras para esse fim, o que leva à perda de peso repentina.

É comum que haja uma recuperação do peso quando o (a) paciente inicia o tratamento com a insulina. Algumas pessoas associam o medicamento com o ganho de peso e abandonam o tratamento. Essa atitude é extremente prejuducial à saúde, pois a suspensão do uso da insulina faz com que os níveis de glicose no sangue aumentem, causando uma série de sintomas e complicações a curto, médio e longo prazo",1.3,simplificada,https://www.diabetes.org.br/publico/diabetes/verdadeiro-ou-falso/1985-coluna-verdadeiro-ou-falso-25-a-insulina-pode-ser-administrada-visando-o-emagrecimento
É normal ganhar peso quando se faz tratamento com insulina?,"Antes de serem diagnosticadas, pessoas com diabetes tipo 1 costumam ter um rápido emagrecimento. A baixa absorção de insulina faz com que o organismo não consiga transformar a glicose em energia. Por isso,  ele passa a queimar gorduras para esse fim, o que leva à perda de peso repentina.

É comum que haja uma recuperação do peso quando o (a) paciente inicia o tratamento com a insulina. Algumas pessoas associam o medicamento com o ganho de peso e abandonam o tratamento. Essa atitude é extremente prejuducial à saúde, pois a suspensão do uso da insulina faz com que os níveis de glicose no sangue aumentem, causando uma série de sintomas e complicações a curto, médio e longo prazo",1.3,simplificada,https://www.diabetes.org.br/publico/diabetes/verdadeiro-ou-falso/1985-coluna-verdadeiro-ou-falso-25-a-insulina-pode-ser-administrada-visando-o-emagrecimento
Insulina engorda?,"Antes de serem diagnosticadas, pessoas com diabetes tipo 1 costumam ter um rápido emagrecimento. A baixa absorção de insulina faz com que o organismo não consiga transformar a glicose em energia. Por isso,  ele passa a queimar gorduras para esse fim, o que leva à perda de peso repentina.

É comum que haja uma recuperação do peso quando o (a) paciente inicia o tratamento com a insulina. Algumas pessoas associam o medicamento com o ganho de peso e abandonam o tratamento. Essa atitude é extremente prejuducial à saúde, pois a suspensão do uso da insulina faz com que os níveis de glicose no sangue aumentem, causando uma série de sintomas e complicações a curto, médio e longo prazo",1.3,simplificada,https://www.diabetes.org.br/publico/diabetes/verdadeiro-ou-falso/1985-coluna-verdadeiro-ou-falso-25-a-insulina-pode-ser-administrada-visando-o-emagrecimento
Gostaria de saber sobre a neuropatia diabética.,"A neuropatia diabética é uma complicação que ataca os nervos periféricos, esses nervos são responsáveis por manter a comunicação entre cérebro, medula e o restante do corpo. Essa complicação é uma das consequências do excesso de açúcar no sangue. Portanto, quanto mais tempo o diabetes ficar descontrolado, mais a neuropatia irá avançar. Outros fatores que contribuem para o avanço da neuropatia periférica são: obesidade, tabagismo, pressão alta, presença de retinopatia e de doença renal. 

A neuropatia periférica é um problema silencioso, com sintomas difíceis de serem detectados e que se confundem com os de outras doenças. Desse modo, é de extrema importância ficar de atento (a) aos sinais e sintomas e se prevenir sempre.

",1.4,,https://www.diabetes.org.br/publico/complicacoes/neuropatia-diabetica
Gostaria de saber sobre neuropatia diabética.,"Os nervos periféricos carregam as informações que saem do cérebro e as informações que chegam até ele, além de sinais da medula espinhal para o resto do corpo. O diabetes é a causa mais comum de neoropatia periférica, por isso o nome 'neuropatia diabética'. A neuropatia diabética é condição que afeta o funcionamento desses nervos, ela pode afetar um único nervo, um grupo de nervos ou nervos no corpo inteiro.

O controle inadequado da glicose, nível elevado de triglicérides, excesso de peso, tabagismo, pressão alta, o tempo em que você convive com o diabetes e a presença de retinopatia e doença renal são fatores que favorecem o avanço da neuropatia.Tanto as alterações nos vasos sanguíneos quanto as alterações no metabolismo podem causar danos aos nervos periféricos.

Essa complicação pode ser silenciosa e avançar lentamente, confundindo-se com outras doenças. Por isso, é extremamente importante prestar atenção aos sinais e se previnir sempre. ",1.4,simplificada,https://www.diabetes.org.br/publico/complicacoes/neuropatia-diabetica
O que é a neuropatia diabética?,"Os nervos periféricos carregam as informações que saem do cérebro e as informações que chegam até ele, além de sinais da medula espinhal para o resto do corpo. O diabetes é a causa mais comum de neoropatia periférica, por isso o nome 'neuropatia diabética'. A neuropatia diabética é condição que afeta o funcionamento desses nervos, ela pode afetar um único nervo, um grupo de nervos ou nervos no corpo inteiro.

O controle inadequado da glicose, nível elevado de triglicérides, excesso de peso, tabagismo, pressão alta, o tempo em que você convive com o diabetes e a presença de retinopatia e doença renal são fatores que favorecem o avanço da neuropatia.Tanto as alterações nos vasos sanguíneos quanto as alterações no metabolismo podem causar danos aos nervos periféricos.

Essa complicação pode ser silenciosa e avançar lentamente, confundindo-se com outras doenças. Por isso, é extremamente importante prestar atenção aos sinais e se previnir sempre. ",1.4,simplificada,https://www.diabetes.org.br/publico/complicacoes/neuropatia-diabetica
Quais as causas da neuropatia diabética?,"Os nervos periféricos carregam as informações que saem do cérebro e as informações que chegam até ele, além de sinais da medula espinhal para o resto do corpo. O diabetes é a causa mais comum de neoropatia periférica, por isso o nome 'neuropatia diabética'. A neuropatia diabética é condição que afeta o funcionamento desses nervos, ela pode afetar um único nervo, um grupo de nervos ou nervos no corpo inteiro.

O controle inadequado da glicose, nível elevado de triglicérides, excesso de peso, tabagismo, pressão alta, o tempo em que você convive com o diabetes e a presença de retinopatia e doença renal são fatores que favorecem o avanço da neuropatia.Tanto as alterações nos vasos sanguíneos quanto as alterações no metabolismo podem causar danos aos nervos periféricos.

Essa complicação pode ser silenciosa e avançar lentamente, confundindo-se com outras doenças. Por isso, é extremamente importante prestar atenção aos sinais e se previnir sempre. ",1.4,simplificada,https://www.diabetes.org.br/publico/complicacoes/neuropatia-diabetica
O que causa a neuropatia diabética?,"Os nervos periféricos carregam as informações que saem do cérebro e as informações que chegam até ele, além de sinais da medula espinhal para o resto do corpo. O diabetes é a causa mais comum de neoropatia periférica, por isso o nome 'neuropatia diabética'. A neuropatia diabética é condição que afeta o funcionamento desses nervos, ela pode afetar um único nervo, um grupo de nervos ou nervos no corpo inteiro.

O controle inadequado da glicose, nível elevado de triglicérides, excesso de peso, tabagismo, pressão alta, o tempo em que você convive com o diabetes e a presença de retinopatia e doença renal são fatores que favorecem o avanço da neuropatia.Tanto as alterações nos vasos sanguíneos quanto as alterações no metabolismo podem causar danos aos nervos periféricos.

Essa complicação pode ser silenciosa e avançar lentamente, confundindo-se com outras doenças. Por isso, é extremamente importante prestar atenção aos sinais e se previnir sempre. ",1.4,simplificada,https://www.diabetes.org.br/publico/complicacoes/neuropatia-diabetica
Como posso saber se eu estou sofrendo os efeitos da neuropatia diabética?,"Os principais sinais que podem indicar a ocorrência de neuropatia periférica são:

* Dor contínua e constante;
* Sensação de queimadura e ardência;
* Formigamento;
* Dor espontânea que surge sem uma causa aparente;
* Dor excessiva diante de um estímulo pequeno, por exemplo, uma picada de alfinete;
* Dor causada por toques que normalmente não seriam dolorosos, como encostar no braço de alguém.

Caso a neuropatia periférica avance muito, ao invés de sentir dores constantes, pode ocorrer o contrário: a pessoa deixa de sentir dor. Essa perda de sensibilidade é comum na região dos pés e faz com que feridas e machucados passem despercebidos até ficarem bem grandes. O problema é sério e pode levar, inclusive, à necessidade de amputação de membros.",1.4.A,,https://www.diabetes.org.br/publico/complicacoes/neuropatia-diabetica
