Por que a perda de peso é tão importante? Qual é a melhor maneira de uma pessoa com tipo 2 perder peso?;A perda de peso é essencial, principalmente logo após o diagnóstico de tipo 2 ou de pré-diabetes. A perda de peso aumenta a sensibilidade à insulina, permitindo que as células usem com mais eficácia a insulina que o corpo continua produzindo. Perder de 5 a 10 quilos já pode gerar muitos benefícios, como a melhora do nível de açúcar no sangue, da pressão arterial e dos níveis de colesterol. Além disso, você pode até vir a tomar menos medicamentos ou doses mais baixas. Para perder peso de forma lenta e constante, mude seu estilo de vida. Os quilos que você afasta ao longo do tempo são os mais importantes para uma vida longa.;;http://www.eatingwell.com/article/7821941/your-guide-to-summer-safety-for-diabetes/
Posso beber álcool?;Sim, adultos com diabetes podem beber álcool e devem seguir as mesmas diretrizes do público em geral – uma média de até uma bebida por dia para mulheres e até duas para homens, com não mais que três ou quatro bebidas em um único dia para mulheres e homens, respectivamente. Pesquisas mostram que o consumo moderado de álcool tem efeitos mínimos de curto ou longo prazo nos níveis de glicose em pessoas com diabetes tipo 1 ou 2. Apesar dessas bebidas serem feitas de grãos ou frutas através de fermentação e destilação, o álcool não pode ser transformado em glicose e também é o único nutriente que não exige que a insulina seja quebrada para obter energia, ao contrário de carboidratos, proteínas e gorduras. No entanto, beber mais de três doses por dia ao longo do tempo pode dificultar o controle da glicose. Para as pessoas que tomam insulina ou outro medicamento para baixar a glicose no sangue que pode causar hipoglicemia, coma alguma coisa ao beber álcool. Um alerta para pessoas com diabetes tipo 1: a ingestão significativa de álcool pode causar hipoglicemia algumas horas depois, portanto verifique regularmente os níveis de açúcar no seu sangue ao beber.;;http://www.eatingwell.com/article/7821941/your-guide-to-summer-safety-for-diabetes/
O ciclo menstrual e/ou a menopausa podem afetar os níveis de glicose?;"Sim e sim! É comum que as mulheres apresentem flutuações hormonais na semana anterior ao período menstrual, e elas podem afetar o controle da glicose. Após a ovulação, o estrogênio e a progesterona aumentam. O estrogênio pode tornar as mulheres mais sensíveis à insulina e causar hipoglicemia, enquanto a progesterona pode fazer o contrário. Os níveis de glicose geralmente retornam aos seus padrões usuais após os primeiros dias do ciclo menstrual. Verifique seus níveis de glicose e analise suas flutuações mensais para conhecer seus padrões. Em seguida, elabore um plano de controle para esses dias. 
A menopausa também pode afetar o açúcar no sangue. Durante a perimenopausa, o estrogênio e a progesterona podem flutuar e levar a oscilações da glicose. Um sinal precoce de perimenopausa para mulheres que tomam insulina é hipoglicemia devida à queda de progesterona.";;http://www.eatingwell.com/article/7821941/your-guide-to-summer-safety-for-diabetes/
Quais são os melhores alimentos para comer antes e depois do exercício?;Os alimentos que contêm carboidratos são rápidos e fáceis de digerir para obter energia. Você pode comer alimentos como pão, biscoitos, cereais secos, suco de frutas natural ou uma bebida esportiva com calorias. Mas se você pretende perder peso e não corre o risco de ter hipoglicemia, apenas beba água para o exercício seguinte. A menos que seu treino tenha sido muito exaustivo ou tenha durado várias horas, você não precisa de comida. As pessoas que tomam insulina e são fisicamente ativas devem consultar seu médico sobre como ajustar as dosagens de insulina.;;http://www.eatingwell.com/article/7821941/your-guide-to-summer-safety-for-diabetes/
Por que minha esposa e eu não podemos usar a mesma lanceta mesmo se a limparmos?;É fortemente recomendado que dispositivos de análise de sangue, incluindo lancetas, nunca sejam usados ​​por mais de uma pessoa para evitar qualquer possibilidade de infecção. O uso de álcool também pode não ser suficiente desinfetar uma lanceta.;;http://www.eatingwell.com/article/7821941/your-guide-to-summer-safety-for-diabetes/
Posso me livrar do diabetes? Será que um dia ele vai embora?;Depois de diagnosticado com diabetes tipo 1 ou 2, você o mantém pelo resto da vida. Para se manter saudável, controle os níveis de açúcar no sangue, a pressão arterial e o colesterol. Para fazer isso, faça refeições saudáveis, seja fisicamente ativo e tome os medicamentos prescritos. Faça também os testes e as verificações necessárias para detectar as complicações precocemente e tratá-las de forma assertiva.;;http://www.eatingwell.com/article/7821941/your-guide-to-summer-safety-for-diabetes/
Com que frequência devo trocar meu medidor de glicose?;O único motivo para substituir o seu medidor é se você perceber que ele não está funcionando corretamente com suas tiras. Para verificar, use a solução de controle que acompanha o seu medidor. Para usá-la, coloque uma gota (semelhante à quantidade de sangue necessária) em uma tira e faça um teste. O frasco de tiras fornece uma faixa de glicose na qual o resultado deve cair. Se estiver dentro dos limites, o medidor e as tiras estão funcionando corretamente. Caso contrário, entre em contato com o fabricante, que poderá te orientar e, possivelmente, substituir seu medidor gratuitamente. Use a solução de controle sempre que abrir uma nova caixa de tiras ou sempre que suspeitar que seu medidor ou tiras não estão funcionando juntos. Também é bom limpar e desinfetar seu medidor pelo menos uma vez por semana, quando o sangue estiver nele e antes de permitir que outras pessoas o usem. Considere trocar seu medidor a cada cinco anos, mais ou menos, para ter um equipamento sempre atualizado.;;http://www.eatingwell.com/article/7821941/your-guide-to-summer-safety-for-diabetes/
Eu devo sempre andar com meus comprimidos de glicose?;"Seu risco de hipoglicemia depende da categoria dos medicamentos para baixar a glicose no sangue que você toma, não do seu tipo de diabetes. Alguns medicamentos podem causar hipoglicemia, incluindo insulina; aqueles na categoria sulfonilureia, como glibenclamida (Daonil), glipizida (Minidiab) e glimepirida (Amaryl); e aqueles na categoria glinida, como repaglinida (Novonorm) e nateglinida (Starlix). Se você tomar um desses medicamentos, sempre leve o tratamento. A maioria dos medicamentos comumente usados ​​para baixar a glicose no sangue para diabetes tipo 2 não causa hipoglicemia.";;http://www.eatingwell.com/article/7821941/your-guide-to-summer-safety-for-diabetes/
É verdade que as complicações do diabetes podem ser retardadas e até evitadas?;Sim! Quanto mais cedo seu diabetes for diagnosticado e quanto mais cedo você começar a manter seu açúcar no sangue, sua pressão sanguínea e seu colesterol dentro dos limites desejados, mais saudável você poderá ser ao longo dos anos. Para se manter saudável e detectar as complicações precocemente, verifique se o seu médico está pedindo todos os exames e verificações necessários. Informe a ele se você tiver quaisquer sinais ou sintomas de algum problema. Hoje, as complicações do diabetes não precisam acontecer.;;http://www.eatingwell.com/article/7821941/your-guide-to-summer-safety-for-diabetes/
Eu vou precisar tomar insulina o resto da minha vida? Por que não posso tomar algum medicamento no lugar dela?;Se você tem diabetes tipo 2 e seu médico optou pelo tratamento com insulina, é provável que você precise diminuir o açúcar no sangue mais do que os comprimidos poderiam fazer. Nesse caso, você provavelmente precisará tomar injeções de insulina pelo resto da vida. Mas se você começou a tomar insulina quando teve uma infecção, precisou de cirurgia ou foi hospitalizado por alguma razão médica, sua necessidade de insulina pode ser temporária. Essas situações aumentam o estresse, e o estresse pode aumentar os níveis de açúcar no sangue. Quando o estresse diminui, você pode diminuir ou parar de tomar insulina e voltar ao regime anterior de medicação. Tudo vai depender da capacidade do pâncreas de produzir insulina suficiente para diminuir a glicose. Os medicamentos não conseguem diminuir os níveis de glicose no sangue tanto quanto a insulina consegue, então com ela você pode adaptar a dosagem da melhor forma que você precisar.;;http://www.eatingwell.com/article/7821941/your-guide-to-summer-safety-for-diabetes/
Como posso me motivar a cuidar de mim mesmo?;"Cuidar da diabetes e fazer todas as suas tarefas diárias, juntamente com suas outras responsabilidades, é realmente complicado. Dá pra entender por que a motivação pode aumentar e depois diminuir. Mas aqui vão algumas dicas para te ajudar a recomeçar: 
- Afaste-se do pensamento de tudo ou nada. Existe um caminho a se andar para evoluir cada vez mais.
- Não fique se julgando como bom ou ruim. 
- Mude um pequeno hábito de cada vez. Quando você conseguir mudar uma coisinha, por menor que seja, a sensação de sucesso vai te incentivar a mudar mais alguma coisinha. E assim vai: um passo após o outro, não precisa se apressar. 
Comece mudando o que você já quer mudar; não o que você sabe que deve mudar, mas que não quer de verdade no momento. Isso só vai te fazer procrastinar mais ainda e não sair do lugar. Comece pelo mais fácil e, aí, você vai conseguir alcançar o mais difícil.";;http://www.eatingwell.com/article/7821941/your-guide-to-summer-safety-for-diabetes/
Como posso ter motivação para cuidar de mim?;"Cuidar da diabetes e fazer todas as suas tarefas diárias, juntamente com suas outras responsabilidades, é realmente complicado. Dá pra entender por que a motivação pode aumentar e depois diminuir. Mas aqui vão algumas dicas para te ajudar a recomeçar: 
- Afaste-se do pensamento de tudo ou nada. Existe um caminho a se andar para evoluir cada vez mais.
- Não fique se julgando como bom ou ruim. 
- Mude um pequeno hábito de cada vez. Quando você conseguir mudar uma coisinha, por menor que seja, a sensação de sucesso vai te incentivar a mudar mais alguma coisinha. E assim vai: um passo após o outro, não precisa se apressar. 
Comece mudando o que você já quer mudar; não o que você sabe que deve mudar, mas que não quer de verdade no momento. Isso só vai te fazer procrastinar mais ainda e não sair do lugar. Comece pelo mais fácil e, aí, você vai conseguir alcançar o mais difícil.";;
